symbol,security_name,listing_exchange,etf,financial_status,zip,sector,fullTimeEmployees,city,state,country,industry,twoHundredDayAverage,trailingAnnualDividendYield,averageDailyVolume10Day,regularMarketPreviousClose,open,averageVolume10days,dividendRate,regularMarketVolume,marketCap,averageVolume,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,dividendYield,bidSize,dayHigh,enterpriseToRevenue,forwardEps,revenueQuarterlyGrowth,bookValue,sharesShort,shortRatio,floatShares,enterpriseValue,regularMarketPrice,latest_dividend
NAIL,Direxion Daily Homebuilders & Supplies Bull 3X Shares,P,Y,,,,,,,,,52.294052,,2599342,31.15,33.03,2599342,,1745275,,1518503,30.02,30.91,98.55,,,,1300.0,33.06,,,,,,,,,33.03,0.005
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,13.674853,0.04324324,49657,13.32,13.35,49657,0.62,8179,412481888.0,86748,13.34,13.38,14.72,,,0.047199998,1400.0,13.38,22.904,,,16.041,7161.0,0.1,,676731840.0,13.35,0.052
NANR,SPDR S&P North American Natural Resources ETF,P,Y,,,,,,,,,29.14481,,44414,28.8456,29.11,44414,,517,,119682,28.9148,28.91,34.0,,,,800.0,28.9148,,,,,,,,,29.11,0.399
NAT,Nordic American Tankers Limited Common Stock,N,N,,HM 11,Industrials,20.0,Hamilton,,Bermuda,Marine Shipping,4.0639706,0.027310923,9634185,4.76,4.77,9634185,0.56,2401555,699347264.0,11628164,4.7,4.8,9.0,5.3370786,10.56,0.1176,1400.0,4.88,3.481,0.89,,4.045,18047802.0,0.81,142808300.0,1104268800.0,4.77,0.14
NATI,National Instruments Corporation - Common Stock,Q,N,N,78759-3504,Technology,7300.0,Austin,TX,United States,Software—Application,39.673088,0.02549861,500757,39.61,39.58,500757,1.04,103230,5123241984.0,676312,38.7903,39.29,47.89,38.08738,2.31,0.0269,1100.0,39.58,3.28,1.03,,9.802,780502.0,1.28,114359494.0,4432887808.0,39.58,0.26
NATR,"Nature's Sunshine Products, Inc. - Common Stock",Q,N,N,84043,Consumer Defensive,834.0,Lehi,UT,United States,Household & Personal Products,8.994853,0.0,21814,9.36,9.45,21814,,7270,185963328.0,25217,9.44,9.55,10.85,10.977012,,,1200.0,9.55,0.359,0.87,,6.795,84320.0,4.38,8252667.0,131848272.0,9.45,0.1
NAVI,Navient Corporation - Common Stock,Q,N,N,19801,Financial Services,5800.0,Wilmington,DE,United States,Credit Services,11.1283455,0.08258064,2458171,7.75,7.89,2458171,0.64,373891,1484753152.0,3163411,7.49,7.6,15.67,2.901515,4.94,0.082600005,1800.0,7.89,62.357,2.64,,10.499,12285853.0,4.54,190901339.0,90730078208.0,7.89,0.16
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,13.147942,0.040201396,14057,12.91,12.91,14057,0.53,4628,150194176.0,30703,12.9399,12.98,14.68,,4.61,0.041100003,1300.0,12.99,23.19,,,15.558,5776.0,0.15,,242603328.0,12.91,0.0438
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,21.065,,45314,20.56,20.56,45314,1.11,13932,562628800.0,150600,20.5311,20.58,23.6,,6.02,0.055,1300.0,20.579,,,,,56698.0,0.48,,,20.56,0.0925
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,A,N,,10104,Financial Services,,New York City,NY,United States,Asset Management,14.792426,0.053129613,64842,14.0976,14.17,64842,0.75,17914,265161792.0,56130,13.98,14.16,16.85,,5.55,0.0531,1000.0,14.1,21.285,,,15.327,4405.0,0.09,,425699200.0,14.17,0.06244
NBHC,National Bank Holdings Corporation Common Stock,N,N,,80111,Financial Services,1229.0,Greenwood Village,CO,United States,Banks—Regional,30.37772,0.028592112,207814,27.63,28.07,207814,0.8,62042,822436864.0,271906,26.82,27.09,37.97,15.923077,1.29,0.03,800.0,27.93,3.777,1.69,,25.045,658608.0,2.61,29478712.0,1052074304.0,28.07,0.2
NBLX,"Noble Midstream Partners LP - Common Units, Representing Limited Partner Interests",Q,N,N,77070,Energy,,Houston,TX,United States,Oil & Gas Midstream,15.287794,0.21911912,973871,9.99,9.96,973871,0.75,306530,883839104.0,1092106,9.32,9.78,34.5,4.89,,0.075100005,800.0,10.02,3.484,2.0,,8.42,1403597.0,1.3,33757599.0,2672753664.0,9.96,0.188
NBN,Northeast Bank - Common Stock,Q,N,N,04240,Financial Services,167.0,Lewiston,ME,United States,Banks—Regional,18.044926,0.0021459227,49471,18.64,18.8,49471,0.04,9174,154279712.0,56612,18.06,18.34,27.58,6.728938,0.26,0.0022,1800.0,18.83,1.315,2.73,,18.477,139073.0,2.32,7015976.0,86195456.0,18.8,0.01
NBO,Neuberger Berman New York Municipal Fund Inc. Common Stock,A,N,,10104,Financial Services,,New York City,NY,United States,Asset Management,12.029779,0.042008955,13400,11.2357,11.39,13400,0.47,3806,57275328.0,16017,11.28,11.3,13.2,,4.43,0.0424,800.0,11.2804,22.336,,,14.058,2179.0,0.17,,102779992.0,11.39,0.03933
NBTB,NBT Bancorp Inc. - Common Stock,Q,N,N,13815,Financial Services,1788.0,Norwich,NY,United States,Banks—Regional,36.04838,0.031717535,168414,33.42,34.12,168414,1.08,20363,1439255936.0,204556,32.65,32.94,41.5,14.941176,2.76,0.0346,800.0,34.12,4.434,2.21,,25.516,1505391.0,8.52,42787180.0,1806623744.0,34.12,0.27
NBW,Neuberger Berman California Municipal Fund Inc Common Stock,A,N,,10104,Financial Services,,New York City,NY,United States,Asset Management,13.395,0.04285077,13714,12.5552,12.6,13714,0.54,6399,69665552.0,17822,12.51,12.58,14.81,,4.7,0.0431,1100.0,12.6,22.206,,,15.584,3968.0,0.25,,123798696.0,12.6,0.0448
NC,"NACCO Industries, Inc. Common Stock",N,N,,44124-4069,Energy,400.0,Cleveland,OH,United States,Thermal Coal,39.15978,0.027498867,13900,27.6375,27.66,13900,0.77,3833,195264576.0,22064,27.66,28.57,66.4,,1.84,0.0287,1000.0,28.25,1.14,,,41.849,51671.0,2.18,3477762.0,157896128.0,27.66,0.1925
NCA,"Nuveen California Municipal Value Fund, Inc. Common Stock",N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,10.24603,0.033928573,29157,10.08,10.11,29157,0.32,10703,283719104.0,58093,10.0,10.11,10.98,,3.96,0.031600002,1800.0,10.11,24.96,0.0,,11.045,17705.0,0.38,,278291072.0,10.11,0.0265
NCB,Nuveen California Municipal Value Fund 2 Common Shares of Beneficial Interest,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,15.1341915,0.046413008,6785,14.4787,14.65,6785,0.41,2877,48091100.0,11980,14.56,14.65,17.5,,4.25,0.0286,900.0,14.66,21.542,,,16.893,1.0,0.0,,46061996.0,14.65,0.0345
NCMI,"National CineMedia, Inc. - Common Stock",Q,N,D,80111,Communication Services,531.0,Centennial,CO,United States,Advertising Agencies,5.59125,0.21201415,1822057,2.83,2.89,1822057,0.6,370014,227729776.0,1062945,2.77,2.86,9.85,5.72,9.19,0.2182,900.0,2.89,3.188,0.5,,-5.086,6512941.0,6.76,46660990.0,1379136000.0,2.89,0.07
NCR,NCR Corporation Common Stock,N,N,,30308,Technology,36000.0,Atlanta,GA,United States,Information Technology Services,26.720736,,970685,20.12,20.0,970685,,306515,2440366592.0,1660869,18.78,19.08,35.87,7.7308497,,,800.0,20.04,0.952,2.47,,8.044,5734428.0,3.5,126387810.0,6552714240.0,20.0,26.08
NDAQ,"Nasdaq, Inc. - Common Stock",Q,N,N,10036,Financial Services,4555.0,New York,NY,United States,Financial Data & Stock Exchanges,106.35404,0.01632086,665514,115.19,116.33,665514,1.96,202553,19122477056.0,1185938,115.57,116.97,120.23,20.555555,1.72,0.017,800.0,117.58,4.594,5.67,,32.835,2797801.0,2.85,114098144.0,21021382656.0,116.33,0.47
NDSN,Nordson Corporation - Common Stock,Q,N,N,44145,Industrials,7579.0,Westlake,OH,United States,Specialty Industrial Machinery,157.38103,0.008347339,367342,178.5,179.37,367342,1.52,113340,10470861824.0,329380,178.085,181.77,182.39,28.243788,1.02,0.0086,800.0,182.39,4.871,6.44,,28.651,1137946.0,3.89,52403592.0,10567406592.0,179.37,0.38
NE,Noble Corporation Ordinary Shares (UK),N,N,,W1S 1BG,Energy,2000.0,London,,United Kingdom,Oil & Gas Drilling,0.6867647,0.0,12150071,0.1513,0.156,12150071,,4505082,38144852.0,6676191,0.15,0.152,2.32,-0.091566265,,,1400.0,0.1551,3.083,-1.66,,10.347,25736722.0,4.45,223200077.0,3832518912.0,0.156,0.02
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,13.961029,0.046827134,431071,13.71,13.74,431071,0.68,276863,3611099904.0,1045683,13.7,13.75,15.06,,5.26,0.0495,1100.0,13.75,21.893,,,15.581,101677.0,0.12,,5874137088.0,13.74,0.0565
NEAR,iShares Short Maturity Bond ETF,Z,Y,,,,,,,,,49.755295,,726514,49.66,49.72,726514,,134864,,1911024,49.67,49.68,50.41,,,,1000.0,49.72,,,,,,,,,49.72,0.081
NEED,Direxion Daily Consumer Staples Bull 3X Shares,P,Y,,,,,,,,,28.554552,,15400,22.435,23.21,15400,,6887,,33200,22.805,23.22,37.05,,,,800.0,23.2208,,,,,,,,,23.21,0.075
NEM,Newmont Corporation,N,N,,80111,Basic Materials,16600.0,Greenwood Village,CO,United States,Gold,48.0589,0.009535161,8725542,58.73,60.14,8725542,1.0,3049546,47545139200.0,9853256,58.69,59.37,69.13,18.866241,0.85,0.017,900.0,60.38,5.302,3.14,,27.19,13290735.0,1.8,799687288.0,55768838144.0,60.14,0.14
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,A,N,,02134,Real Estate,,Allston,MA,United States,Real Estate—Diversified,55.554558,0.024615385,6614,52.0,52.0,6614,1.28,345,189940400.0,4809,52.0,52.0,64.8,,1.81,0.0251,1800.0,52.0,7.122,,,-10.218,652.0,0.04,1640185.0,452792288.0,52.0,0.32
NEP,"NextEra Energy Partners, LP Common Units representing limited partner interests",N,N,,33408,Utilities,,Juno Beach,FL,United States,Utilities—Renewable,51.012573,0.04171609,336642,50.58,50.93,336642,2.22,61667,3370832128.0,767361,50.68,51.36,61.87,31.175756,3.67,0.0448,800.0,51.65,14.762,1.65,,26.584,1120823.0,2.15,59804719.0,13138543616.0,50.93,0.555
NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,P,Y,,,,,,,,,15.613095,,16242,17.73,17.7,16242,,7699,,16250,17.7,17.88,18.18,,,,1000.0,17.81,,,,,,,,,17.7,0.05
NETL,NETLease Corporate Real Estate ETF,P,Y,,,,,,,,,24.36425,,14971,21.0398,21.54,14971,,1539,,22641,21.01,20.9,30.5,,,,800.0,21.01,,,,,,,,,21.54,0.191
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,14.252059,,68342,13.47,13.48,68342,0.73,40813,338572864.0,123724,13.48,13.61,15.91,,5.71,0.055,800.0,13.621,,,,,10719.0,0.11,,,13.48,0.061
NFBK,"Northfield Bancorp, Inc. - Common Stock",Q,N,N,07095,Financial Services,357.0,Woodbridge,NJ,United States,Banks—Regional,14.157867,0.035947714,184142,12.24,12.13,184142,0.44,30174,586080704.0,200775,11.82,12.01,17.55,14.8625,2.23,0.039300002,800.0,12.45,10.18,0.8,,14.248,781728.0,4.64,47141321.0,1199651200.0,12.13,0.11
NFG,National Fuel Gas Company Common Stock,N,N,,14221,Energy,2107.0,Williamsville,NY,United States,Oil & Gas Integrated,42.052647,0.04062573,525871,42.83,43.45,525871,1.74,84708,3756428544.0,870932,42.89,43.27,55.98,15.171329,3.15,0.0405,800.0,43.5,3.736,2.86,,24.029,3342207.0,4.04,84206728.0,5924977152.0,43.45,0.435
NFJ,"AllianzGI Dividend, Interest & Premium Strategy Fund",N,N,,10019,Financial Services,,New York,NY,United States,Asset Management,11.7775,0.081743866,176471,11.01,11.03,176471,0.9,70964,1048505728.0,385817,11.0,11.07,13.62,,9.38,0.082600005,1000.0,11.07,28.701,,,14.344,21180.0,0.06,,1018970752.0,11.03,0.225
NFLT,Virtus Newfleet Multi-Sector Bond ETF,P,Y,,,,,,,,,23.958948,,3571,23.6444,23.72,3571,,731,,5688,23.72,23.75,25.3,,,,900.0,23.75,,,,,,,,,23.72,0.076
NFRA,FlexShares STOXX Global Broad Infrastructure Index Fund,P,Y,,,,,,,,,49.794926,,221114,47.63,48.0,221114,,46858,,223820,47.95,48.08,56.06,,,,1000.0,48.122,,,,,,,,,48.0,0.219
NFTY,First Trust India Nifty 50 Equal Weight ETF,Q,Y,N,,,,,,,,30.284779,,1214,25.77,26.04,1214,,540,,2183,26.04,26.55,38.37,,,,800.0,26.3009,,,,,,,,,26.04,0.093
NGE,Global X MSCI Nigeria ETF,P,Y,,,,,,,,,11.6525,,22842,10.02,10.6,22842,,3508,,33014,10.5,10.5,15.88,,,,2900.0,10.65,,,,,,,,,10.6,0.084
NGHC,National General Holdings Corp - Common Stock,Q,N,N,10038,Financial Services,9200.0,New York,NY,United States,Insurance—Property & Casualty,19.67658,0.009178744,299014,20.7,21.0,299014,0.2,62707,2375099904.0,400950,20.67,20.84,25.385,6.628571,0.63,0.0097,800.0,21.0,0.551,3.15,,19.836,422897.0,1.24,60695931.0,2894237952.0,21.0,0.05
NGHCN,"National General Holdings Corp - Depositary Shares, each representing 1/40th of a share of 7.50% Non-Cumulative Preferred Stock, Series C",Q,N,N,10038,Financial Services,9200.0,New York,NY,United States,Insurance—Property & Casualty,23.499338,0.008119659,20057,23.4,23.4,20057,1.88,588,2546036992.0,38301,23.4,23.5,25.83,,,0.081099994,900.0,23.4,0.645,,,19.836,,,60695931.0,3383363584.0,23.4,0.469
NGHCO,National General Holdings Corp - Depositary Shares,Q,N,N,10038,Financial Services,9200.0,New York,NY,United States,Insurance—Property & Casualty,23.441677,0.008172043,11100,23.25,23.37,11100,1.88,3888,2536603136.0,30451,23.19,23.39,25.64,,,0.0801,1000.0,23.37,0.642,,,19.836,,,60695931.0,3370851072.0,23.37,0.469
NGHCP,"National General Holdings Corp - 7.50% Non-Cumulative Preferred Stock, Series A",Q,N,N,10038,Financial Services,9200.0,New York,NY,United States,Insurance—Property & Casualty,23.67628,0.007933194,4000,23.95,23.3948,4000,1.88,300,2504811008.0,7711,23.3948,23.74,26.25,,7.56,0.0795,1000.0,23.3948,0.63,,,19.836,,,60695931.0,3308288512.0,23.3948,0.469
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,N,N,,74136,Energy,1300.0,Tulsa,OK,United States,Oil & Gas Refining & Marketing,7.5956616,0.3011583,1244142,5.18,5.18,1244142,0.8,1438222,664847808.0,2476429,5.09,5.22,15.71,103.6,14.3,0.1527,800.0,5.3889,0.207,0.05,,13.104,7292128.0,3.76,117980881.0,4837867008.0,5.18,0.2
NGVC,"Natural Grocers by Vitamin Cottage, Inc. Common Stock",N,N,,80228,Consumer Defensive,3029.0,Lakewood,CO,United States,Grocery Stores,9.605294,0.009180328,166857,15.25,15.35,166857,0.28,119869,343197408.0,169567,15.17,15.32,16.39,34.649773,,0.0199,800.0,15.72,0.755,0.44,,7.44,880319.0,7.76,8629528.0,724234880.0,15.35,0.07
NHA,Nuveen Municipal 2021 Target Term Fund Fund,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,9.693985,,8714,9.715,9.72,8714,0.16,101,83812744.0,30912,9.72,9.72,10.6,,,0.016,1400.0,9.72,,,,,1871.0,0.06,,,9.72,0.013
NHC,National HealthCare Corporation Common Stock,A,N,,37130,Healthcare,14881.0,Murfreesboro,TN,United States,Medical Care Facilities,77.8353,0.029850746,40871,69.68,70.27,40871,2.08,10707,1099734144.0,67220,69.73,71.84,89.55,166.53023,2.6,0.031,1800.0,71.68,1.293,0.43,,48.386,225958.0,4.01,12317469.0,1297993216.0,70.27,0.52
NHI,"National Health Investors, Inc. Common Stock",N,N,,37129,Real Estate,17.0,Murfreesboro,TN,United States,REIT—Healthcare Facilities,70.069046,0.07234223,301885,58.79,59.72,301885,4.41,95989,2637029120.0,502177,58.11,59.11,91.12,15.221649,5.2,0.0777,800.0,59.718,11.951,3.88,,33.495,1508579.0,3.24,42740321.0,3879479040.0,59.72,1.103
NICE,NICE Ltd - American Depositary Shares each representing one Ordinary Share,Q,N,N,4310602,Technology,5996.0,Ra'anana,,Israel,Software—Application,160.73412,0.0008742692,236914,183.01,181.39,236914,,27066,11499164672.0,291806,181.39,185.19,186.08,29.128729,,,1000.0,185.55,6.942,6.37,,36.586,1505678.0,5.31,,11158592512.0,181.39,0.16
NICK,"Nicholas Financial, Inc. - Common Stock",Q,N,N,33759,Financial Services,279.0,Clearwater,FL,United States,Credit Services,7.502059,0.0,2957,5.52,5.5,2957,,343,43608000.0,6332,6.03,5.85,9.9,,,,800.0,6.03,3.898,,,13.373,34648.0,13.75,5240860.0,143824496.0,5.5,0.12
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,13.422353,,60400,13.04,13.04,60400,0.51,18457,614048000.0,122469,13.04,13.1,14.55,,4.71,0.0394,800.0,13.09,,,,,70419.0,0.69,,,13.04,0.0425
NIM,Nuveen Select Maturities Municipal Fund Common Stock,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,10.177573,0.03264887,29400,9.74,9.75,29400,0.32,9384,121596536.0,37406,9.72,9.79,10.85,,3.13,0.032899998,1200.0,9.79,25.533,,,10.757,528.0,0.02,,120069304.0,9.75,0.0265
NJR,NewJersey Resources Corporation Common Stock,N,N,,07719,Utilities,1100.0,Wall,NJ,United States,Utilities—Regulated Gas,38.35794,0.03490352,513771,35.24,35.89,513771,1.25,101114,3447072000.0,774977,35.24,35.97,51.2,15.720524,2.67,0.0364,800.0,36.095,2.546,2.29,,19.752,2685934.0,4.26,94704493.0,5521233920.0,35.89,0.313
NJV,Nuveen New Jersey Municipal Value Fund Common Shares of Beneficial Interest,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,13.382573,0.039889414,1342,12.66,12.57,1342,0.37,1795,19273528.0,3698,12.53,12.73,14.62,,4.0,0.0294,1200.0,12.6,21.141,,,15.921,897.0,0.34,,19720686.0,12.57,0.031
NKE,"Nike, Inc. Common Stock",N,N,,97005,Consumer Cyclical,76700.0,Beaverton,OR,United States,Footwear & Accessories,92.31647,0.009312105,6861671,99.87,100.09,6861671,0.98,2110706,155471904768.0,10394270,99.36,99.95,105.62,36.48905,1.08,0.0098,900.0,100.69,3.492,2.74,,5.817,11425115.0,1.68,1225491773.0,144142434304.0,100.09,0.245
NKG,Nuveen Georgia Quality Municipal Income Fund ,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,12.253309,0.036824323,19500,11.84,11.85,19500,0.48,7862,123764896.0,18700,11.84,11.9,13.11,,4.32,0.040799998,1000.0,11.96,24.137,,,14.081,5069.0,0.31,,198930080.0,11.85,0.04
NKSH,"National Bankshares, Inc. - Common Stock",Q,N,N,24062,Financial Services,238.0,Blacksburg,VA,United States,Banks—Regional,37.17912,0.04372444,16128,31.79,31.79,16128,1.34,2439,210262080.0,17219,31.315,32.32,48.82,15.502394,3.15,0.0461,800.0,32.4,2.086,2.09,,29.518,29986.0,1.82,6235377.0,97154032.0,31.79,0.67
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,14.8425,0.04279778,57985,14.44,14.45,57985,0.62,10383,690945152.0,139758,14.48,14.54,16.14,,5.08,0.043,1300.0,14.54,23.801,,,17.27,47322.0,0.44,,1133918336.0,14.45,0.0515
NLOK,NortonLifeLock Inc. - Common Stock,Q,N,N,85281,Technology,,Tempe,AZ,United States,Software—Infrastructure,22.160515,,5995085,19.86,19.94,5995085,0.5,1935545,12545024000.0,7405795,19.85,20.86,28.7,,1.75,0.0252,800.0,20.9401,5.946,,,,31938663.0,4.94,593015990.0,14805720064.0,19.94,0.125
NLR,VanEck Vectors Uranium & Nuclear Energy ETF,P,Y,,,,,,,,,45.84603,,542,43.7976,43.64,542,,34,,1512,43.64,44.46,52.13,,,,1200.0,43.7976,,,,,,,,,43.64,1.179
NLSN,Nielsen N.V. Ordinary Shares,N,N,,10004,Industrials,46000.0,New York,NY,United States,Consulting Services,17.518677,0.056668967,3007957,14.47,14.61,3007957,0.24,435766,5168902144.0,4759272,14.15,14.53,24.69,8.630953,3.97,0.0166,900.0,14.7,2.128,1.68,,5.734,26374770.0,5.87,326831081.0,13821129728.0,14.61,0.06
NLY,Annaly Capital Management Inc Common Stock,N,N,,10036,Real Estate,10.0,New York,NY,United States,REIT—Mortgage,8.094338,0.15267175,20584714,6.55,6.57,20584714,1.0,8193639,9111775232.0,25409470,6.3,6.4,10.5,6.849462,10.68,0.1555,27000.0,6.575,-26.381,0.93,,7.495,21526165.0,0.91,1424917264.0,91559534592.0,6.57,0.25
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,N,N,,60606,,,Chicago,IL,United States,,13.906456,,116185,11.39,11.45,116185,,14606,,206048,11.2669,11.44,16.68,,,,2200.0,11.4238,14.794,,,15.079,,,,577834816.0,11.45,0.053
NMFC,New Mountain Finance Corporation Common Stock,N,N,,10019,Financial Services,,New York,NY,United States,Asset Management,11.25853,0.1431579,692728,9.5,9.82,692728,1.2,218475,933415168.0,1550695,9.46,9.64,14.45,7.7120004,10.22,0.1273,1000.0,9.82,9.508,1.25,,11.135,2268687.0,2.19,,2723111424.0,9.82,0.34
NMI,"Nuveen Municipal Income Fund, Inc. Common Stock",N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,11.045147,0.04846154,10185,10.4,10.45,10185,0.4,9640,96142816.0,20361,10.4209,10.53,12.1,,4.16,0.0382,1200.0,10.5151,20.168,,,11.324,26852.0,1.29,,90932136.0,10.45,0.033
NML,Neuberger Berman MLP and Energy Income Fund Inc. Common Stock,A,N,,10104,Financial Services,,New York City,NY,United States,Asset Management,4.8686767,,238628,3.09,3.1,238628,0.14,38901,175076000.0,605308,3.06,3.08,7.89,,9.84,0.046,1000.0,3.1,,,,,6200.0,0.01,,,3.1,0.012
NMR,Nomura Holdings Inc ADR American Depositary Shares,N,N,,103-8645,Financial Services,,Tokyo,,Japan,Capital Markets,4.6125,0.029672896,435071,4.28,4.34,435071,0.27,72155,13249564672.0,469148,4.32,4.35,5.41,,2.83,0.0678,1400.0,4.36,,,,7.519,284324.0,0.63,2925582424.0,12458208256.0,4.34,0.137039
NMRK,"Newmark Group, Inc. - Class A Common Stock",Q,N,N,10017,Real Estate,4200.0,New York,NY,United States,Real Estate Services,8.900699,0.06828194,1567357,4.54,4.51,1567357,0.04,668172,799343616.0,1891961,4.39,4.5,13.85,3.0100672,,0.0107,900.0,4.66,1.21,1.49,,3.223,1820951.0,0.93,149897096.0,2727822336.0,4.51,0.01
NMS,Nuveen Minnesota Quality Municipal Income Fund ,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,13.842706,,10785,13.82,13.91,10785,0.53,963,80990464.0,10040,14.0064,14.0,14.9,,4.91,0.0402,900.0,14.0064,,,,,704.0,0.07,,,13.91,0.0445
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,13.787059,0.037442923,10371,13.14,13.2,10371,0.53,4841,122905544.0,16433,13.14,13.21,14.51,,,0.040700004,800.0,13.1834,24.528,,,14.926,4130.0,0.15,,197138016.0,13.2,0.0445
NMY,Nuveen Maryland Quality Municipal Income Fund Common Stock,N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,13.066176,0.0423756,40871,12.46,12.49,40871,0.58,12724,288053280.0,43941,12.44,12.47,14.2,,,0.0473,800.0,12.49,23.265,,,15.099,2190.0,0.06,,496792256.0,12.49,0.0485
NMZ,"Nuveen Municipal High Income Opportunity Fund Common Stock, $0.01 par value, per share",N,N,,60606,Financial Services,,Chicago,IL,United States,Asset Management,13.475661,0.056160003,240828,12.5,12.56,240828,0.74,207590,996540800.0,534070,12.56,12.62,15.0,,6.97,0.059699997,1800.0,12.66,19.183,,,14.038,332360.0,0.8,,1325094656.0,12.56,0.062
